n_notes,total_duration,note_density,n_instruments,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,dur_mean,dur_std,vel_mean,vel_std,tempo,polyphony_mean,pc_0,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7,pc_8,pc_9,pc_10,pc_11,filename,composer
141,26.08692,5.405007567010594,4,59.822695035460995,8.253332606878422,41,74,33,0.647547659574468,0.43591226311081727,96.0,0.0,145.6668706002855,3.8508771929824563,0.12056737588652482,0.0,0.1773049645390071,0.06382978723404255,0.02127659574468085,0.14184397163120568,0.028368794326241134,0.1702127659574468,0.0,0.1276595744680851,0.1347517730496454,0.014184397163120567,034100b_.mid,bach
15013,619.1641883416667,24.247203379462153,20,69.55685072936788,11.05870665432211,37,98,61,0.18889889812273788,0.26632290687035687,80.50089922067542,13.452045173155131,219.80336039778442,3.4569855471438404,0.017851195630453606,0.0906547658695797,0.1861053753413708,0.013188569906081396,0.14707253713448346,0.001132351961633251,0.14334243655498569,0.08465996136681543,0.026243921934323587,0.18064344234996335,0.010257776593618864,0.09884766535669087,Bwv1068 Orchestral suite n3 Overture.mid,bach
1931,281.738952,6.853862365470857,5,58.9694458829622,11.787590076299942,27,81,54,0.6049745115872603,0.6976991757186515,96.0,0.0,183.67017756205493,4.177681473456121,0.002589331952356292,0.1470740548938374,0.12687726566545832,0.015018125323666495,0.12480580010357328,0.008285862247540134,0.1320559295701709,0.022268254790264112,0.10719834282755049,0.14603832211289489,0.010357327809425169,0.15743138270326257,066200b_.mid,bach
223,27.5,8.10909090909091,4,61.143497757847534,8.396403263641524,38,78,40,0.4750560538116592,0.3115591166710423,96.0,0.0,186.94736842105263,4.054474708171206,0.0,0.10762331838565023,0.12556053811659193,0.026905829596412557,0.2062780269058296,0.004484304932735426,0.13004484304932734,0.04035874439461883,0.06726457399103139,0.18834080717488788,0.0,0.1031390134529148,024828b3.mid,bach
1559,241.09722,6.466271158165988,3,62.63566388710712,8.865362290904468,41,79,38,0.45680543617703656,0.4502296067253923,93.85375240538806,3.886016736119216,154.33332232773571,2.9184013322231475,0.15843489416292494,0.0,0.1507376523412444,0.0949326491340603,0.014753046824887749,0.16164207825529187,0.009621552277100705,0.10455420141116101,0.008980115458627326,0.11545862732520847,0.17575368826170623,0.005131494547787043,Bwv0560 Short Prelude and Fugue n8 (Spurious).mid,bach
1670,141.999858,11.760575140856831,8,64.5377245508982,8.35432131550437,38,84,46,0.4528272251497006,0.35362875690445933,96.0,0.0,266.0777479179416,4.321353065539112,0.10718562874251497,0.003592814371257485,0.19700598802395208,0.0005988023952095808,0.11976047904191617,0.017365269461077845,0.0844311377245509,0.1724550898203593,0.006586826347305389,0.1473053892215569,0.0011976047904191617,0.14251497005988023,014706b_.mid,bach
270,37.5,7.2,4,61.58888888888889,7.626310856760995,40,76,36,0.5277777777777778,0.18717822183254937,96.0,0.0,147.69230769230768,3.9019607843137254,0.0,0.1037037037037037,0.025925925925925925,0.08518518518518518,0.2037037037037037,0.007407407407407408,0.15185185185185185,0.0,0.1111111111111111,0.07777777777777778,0.02962962962962963,0.2037037037037037,008606b_.mid,bach
668,76.8,8.697916666666668,4,67.24251497005989,10.298153471977907,42,84,42,0.389820359281437,0.33982378852895256,100.0,0.0,201.08108108108084,3.3671875,0.059880239520958084,0.041916167664670656,0.10179640718562874,0.014970059880239521,0.16766467065868262,0.0029940119760479044,0.16467065868263472,0.17365269461077845,0.0,0.16766467065868262,0.0,0.10479041916167664,Variation 22.mid,bach
764,75.68179799999999,10.094897586867587,5,61.781413612565444,7.863236753560026,40,81,41,0.4579657414154531,0.5237322686187617,96.0,0.0,264.0302807789183,3.6547619047619047,0.0,0.1387434554973822,0.1387434554973822,0.003926701570680628,0.1400523560209424,0.011780104712041885,0.13219895287958114,0.009162303664921465,0.09031413612565445,0.19895287958115182,0.002617801047120419,0.13350785340314136,060800qt .mid,bach
219,37.5,5.84,4,59.273972602739725,7.385522566423994,41,72,31,0.6506849315068494,0.38967238177141356,96.0,0.0,134.4,3.9831932773109244,0.1552511415525114,0.0136986301369863,0.1324200913242009,0.0045662100456621,0.0776255707762557,0.1689497716894977,0.0228310502283105,0.136986301369863,0.0045662100456621,0.1689497716894977,0.1095890410958904,0.0045662100456621,009606b_.mid,bach
